1994,1,172.00,1840.40,90.49,413.90,136.40
1995,1,150.00,1500.00,39.69,492.60,82.50
1996,1,171.30,1647.20,22.67,262.50,72.20
1997,1,192.90,1573.60,0.00,246.09,39.43
1998,1,270.46,3279.67,0.00,37.07,215.41
1999,1,295.60,2958.90,0.00,247.38,273.83
2000,1,318.05,3800.88,27.50,122.55,60.92
2001,1,330.00,3904.50,46.89,503.63,74.65
2002,1,351.77,4289.32,32.86,937.56,37.46
2003,1,409.38,5044.14,21.86,950.26,41.71
2004,1,203.30,2314.22,28.18,820.32,47.79
