2000,65,167896,83078,84818,91174,42484,48690,76722,40594,36128
2000,85,87401,45596,41805,19977,9559,10418,67424,36037,31387
2000,91,231879,117112,114767,64774,31345,33429,167105,85767,81338
2000,93,340875,172512,168363,141011,69117,71894,199864,103395,96469
2001,30,416540,208106,208434,255702,124369,131333,160838,83737,77101
2001,35,380731,189129,191602,221436,105617,115819,159295,83512,75783
2001,55,1298758,630019,668739,1201434,575249,626185,97324,54770,42554
2001,60,297947,148384,149563,178356,86505,91851,119591,61879,57712
2001,70,183510,91430,92080,117684,56717,60967,65826,34713,31113
2001,75,171405,85730,85675,103980,50597,53383,67425,35133,32292
2001,80,161531,81809,79722,58381,28076,30305,103150,53733,49417
2001,5,203103,102145,100958,97070,46957,50113,106033,55188,50845
2001,20,127907,65389,62518,35442,16931,18511,92465,48458,44007
2001,25,202654,100142,102512,116125,54464,61661,86529,45678,40851
2001,10,285099,144658,140441,60729,28162,32567,224370,116496,107874
2001,40,461649,232125,229524,165713,78064,87649,295936,154061,141875
2001,50,161709,80937,80772,51401,23383,28018,110308,57554,52754
2001,65,172408,85313,87095,94536,44104,50432,77872,41209,36663
2001,85,89900,46873,43027,20881,9946,10935,69019,36927,32092
2001,91,237794,120185,117609,66831,32354,34477,170963,87831,83132
2001,93,352377,178243,174134,147267,72314,74953,205110,105929,99181
2002,30,428105,213840,214265,264237,128678,135559,163868,85162,78706
2002,35,387925,192817,195108,226904,108347,118557,161021,84470,76551
2002,55,1335781,648457,687324,1238357,593689,644668,97424,54768,42656
2002,60,306663,152823,153840,184765,89691,95074,121898,63132,58766
2002,70,187672,93602,94070,120800,58310,62490,66872,35292,31580
2002,75,175073,87632,87441,106763,52049,54714,68310,35583,32727
2002,80,164988,83630,81358,60005,28885,31120,104983,54745,50238
2002,5,207778,104437,103341,100801,48821,51980,106977,55616,51361
2002,20,130906,66967,63939,36651,17539,19112,94255,49428,44827
2002,25,208445,103040,105405,120342,56514,63828,88103,46526,41577
2002,10,291849,148039,143810,62683,29060,33623,229166,118979,110187
2002,40,473445,238037,235408,172492,81305,91187,300953,156732,144221
2002,50,165532,82861,82671,53248,24212,29036,112284,58649,53635
2002,65,177040,87606,89434,98034,45790,52244,79006,41816,37190
2002,85,92469,48185,44284,21829,10348,11481,70640,37837,32803
2002,91,243857,123339,120518,68961,33400,35561,174896,89939,84957
2002,93,364265,184163,180102,153819,75666,78153,210446,108497,101949
2003,30,422761,211822,210939,262085,128245,133840,160676,83577,77099
2003,35,379778,189500,190278,224042,107484,116558,155736,82016,73720
2003,55,1320235,643402,676833,1201622,578803,622819,118613,64599,54014
2003,60,303274,151729,151545,180344,87935,92409,122930,63794,59136
2003,70,184413,92376,92037,119523,57991,61532,64890,34385,30505
2003,75,171818,86351,85467,103191,50584,52607,68627,35767,32860
2003,80,161920,82414,79506,64448,31165,33283,97472,51249,46223
2003,5,204236,102937,101299,89135,43379,45756,115101,59558,55543
2003,20,128729,66114,62615,35787,17216,18571,92942,48898,44044
2003,25,206006,102204,103802,120022,56639,63383,85984,45565,40419
2003,10,287058,146043,141015,77021,35827,41194,210037,110216,99821
2003,40,466529,235312,231217,192541,91136,101405,273988,144176,129812
2003,50,162809,81777,81032,58241,26565,31676,104568,55212,49356
2003,65,174676,86721,87955,100424,47130,53294,74252,39591,34661
2003,85,91386,47750,43636,21662,10257,11405,69724,37493,32231
2003,91,243992,124024,119968,70945,34499,36446,173047,89525,83522
2003,93,358095,181548,176547,145230,71824,73406,212865,109724,103141
2004,30,431963,216371,215592,269100,131822,137278,162863,84549,78314
2004,35,384697,192054,192643,228150,109564,118586,156547,82490,74057
2004,55,1350045,658321,691724,1229492,592865,636627,120553,65456,55097
2004,60,310324,155344,154980,185045,90294,94751,125279,65050,60229
2004,70,187496,94012,93484,121856,59208,62648,65640,34804,30836
2004,75,174471,87745,86726,105118,51619,53499,69353,36126,33227
2004,80,164420,83750,80670,66281,32078,34203,98139,51672,46467
2004,5,207718,104625,103093,92066,44854,47212,115652,59771,55881
2004,20,130978,67308,63670,36872,17766,19106,94106,49542,44564
2004,25,210657,104539,106118,123587,58389,65198,87070,46150,40920
2004,10,292138,148571,143567,79444,36940,42504,212694,111631,101063
2004,40,475658,239879,235779,200842,95109,105733,274816,144770,130046
2004,50,165686,83226,82460,60446,27555,32891,105240,55671,49569
2004,65,178322,88525,89797,103833,48782,55051,74489,39743,34746
2004,85,93449,48795,44654,22350,10530,11820,71099,38265,32834
2004,91,248853,126575,122278,72954,35488,37466,175899,91087,84812
2004,93,367950,186436,181514,151174,74888,76286,216776,111548,105228
2005,30,441308,220988,220320,276270,135481,140789,165038,85507,79531
2005,35,389628,194614,195014,232298,111665,120633,157330,82949,74381
2005,55,1380339,673487,706852,1258146,607329,650817,122193,66158,56035
2005,60,317499,159024,158475,189870,92715,97155,127629,66309,61320
2005,70,190604,95663,94941,124235,60450,63785,66369,35213,31156
2005,75,177142,89149,87993,107080,52673,54407,70062,36476,33586
2005,80,166938,85096,81842,68123,32997,35126,98815,52099,46716
2005,5,211233,106355,104908,95014,46340,48674,116219,60015,56234
2005,20,133250,68516,64734,37967,18323,19644,95283,50193,45090
2005,25,215384,106913,108471,127225,60177,67048,88159,46736,41423
2005,10,297270,151122,146148,81887,38061,43826,215383,113061,102322
2005,40,484902,244500,240402,209223,99124,110099,275679,145376,130303
2005,50,168590,84689,83901,62664,28549,34115,105926,56140,49786
2005,65,182019,90354,91665,107288,50457,56831,74731,39897,34834
2005,85,95546,49857,45689,23050,10805,12245,72496,39052,33444
2005,91,253773,129158,124615,75011,36499,38512,178762,92659,86103
2005,93,378022,191422,186600,157259,78030,79229,220763,113392,107371
2006,30,406952,202635,204317,245709,117629,128080,161243,85006,76237
2006,35,389396,191808,197588,231871,110684,121187,157525,81124,76401
2006,55,1328971,640252,688719,1202918,578835,624083,126053,61417,64636
2006,60,316116,156846,159270,179552,86239,93313,136564,70607,65957
2006,70,185549,92496,93053,121534,58412,63122,64015,34084,29931
